%OpenBCI Raw EEG Data
%
%Sample Rate = 250.0 Hz
%First Column = Time (ms)
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
476.0, -41415.30, -5233.50, -9809.89, -6879.55, -4756.00, -2812.25, -21164.02, -39877.05, 0.00, 0.00, 0.00
480.0, -42100.94, -5127.85, -10225.57, -7411.12, -4866.22, -2601.79, -20947.52, -40112.55, 0.00, 0.00, 0.00
484.0, -42461.81, -5040.45, -10515.51, -7594.36, -4851.63, -2627.83, -20991.15, -40360.36, 0.00, 0.00, 0.00
488.0, -41801.07, -5126.17, -10114.79, -7091.34, -4742.53, -2831.07, -21204.99, -40142.55, 0.00, 0.00, 0.00
492.0, -41357.45, -5218.08, -9768.74, -6850.63, -4742.50, -2829.78, -21193.74, -39867.84, 0.00, 0.00, 0.00
496.0, -41924.59, -5163.72, -10082.25, -7302.81, -4850.48, -2645.80, -20999.91, -40012.44, 0.00, 0.00, 0.00
500.0, -42459.66, -5038.44, -10477.58, -7619.51, -4862.55, -2610.19, -20978.50, -40318.90, 0.00, 0.00, 0.00
504.0, -41919.69, -5093.36, -10170.47, -7181.26, -4756.90, -2815.25, -21200.88, -40171.80, 0.00, 0.00, 0.00
508.0, -41341.20, -5185.78, -9757.65, -6839.28, -4738.26, -2855.14, -21230.49, -39876.70, 0.00, 0.00, 0.00
512.0, -41767.36, -5129.21, -9974.22, -7222.83, -4835.71, -2676.67, -21040.95, -39957.14, 0.00, 0.00, 0.00
516.0, -42427.79, -5018.17, -10430.13, -7637.48, -4882.31, -2606.37, -20978.34, -40285.33, 0.00, 0.00, 0.00
520.0, -42089.36, -5047.29, -10256.46, -7326.72, -4779.12, -2772.31, -21159.55, -40247.24, 0.00, 0.00, 0.00
524.0, -41402.85, -5181.18, -9767.62, -6873.92, -4724.89, -2879.35, -21256.46, -39916.75, 0.00, 0.00, 0.00
528.0, -41687.23, -5236.97, -9870.31, -7152.20, -4806.47, -2716.23, -21075.64, -39922.70, 0.00, 0.00, 0.00
532.0, -42458.79, -5181.16, -10374.27, -7662.83, -4876.19, -2604.43, -20966.18, -40270.04, 0.00, 0.00, 0.00
536.0, -42316.39, -5171.30, -10332.67, -7478.00, -4795.75, -2755.05, -21129.53, -40323.11, 0.00, 0.00, 0.00
540.0, -41568.01, -5278.83, -9832.06, -6974.06, -4719.82, -2902.60, -21275.11, -40005.62, 0.00, 0.00, 0.00
544.0, -41601.63, -5316.18, -9777.19, -7081.50, -4786.63, -2806.19, -21162.01, -39890.40, 0.00, 0.00, 0.00
548.0, -42361.23, -5197.21, -10269.51, -7612.76, -4874.78, -2641.37, -20996.60, -40202.98, 0.00, 0.00, 0.00
552.0, -42392.16, -5170.99, -10349.66, -7544.14, -4813.72, -2763.26, -21134.31, -40324.82, 0.00, 0.00, 0.00
556.0, -41628.51, -5291.98, -9848.78, -6988.76, -4724.44, -2942.16, -21315.74, -40010.92, 0.00, 0.00, 0.00
560.0, -41536.31, -5303.98, -9722.76, -7012.39, -4776.50, -2844.68, -21204.21, -39871.09, 0.00, 0.00, 0.00
564.0, -42296.20, -5192.00, -10205.85, -7577.55, -4884.10, -2670.77, -21029.44, -40163.31, 0.00, 0.00, 0.00
568.0, -42525.20, -5132.72, -10431.47, -7670.83, -4851.47, -2730.31, -21111.31, -40377.91, 0.00, 0.00, 0.00
572.0, -41797.14, -5210.33, -9983.07, -7147.91, -4734.28, -2917.62, -21309.10, -40123.48, 0.00, 0.00, 0.00
576.0, -41458.55, -5281.94, -9692.90, -6986.26, -4748.87, -2898.84, -21279.35, -39864.87, 0.00, 0.00, 0.00
580.0, -42097.21, -5194.37, -10066.73, -7469.39, -4860.32, -2716.50, -21093.03, -40052.45, 0.00, 0.00, 0.00
584.0, -42507.92, -5083.14, -10399.66, -7691.79, -4861.66, -2717.55, -21116.61, -40330.52, 0.00, 0.00, 0.00
588.0, -41869.00, -5108.04, -10030.79, -7209.67, -4746.71, -2907.60, -21322.13, -40140.71, 0.00, 0.00, 0.00
592.0, -41379.16, -5167.70, -9666.37, -6939.03, -4738.88, -2916.84, -21323.47, -39857.18, 0.00, 0.00, 0.00
596.0, -41926.02, -5075.66, -9971.90, -7389.35, -4832.83, -2702.64, -21100.40, -40002.49, 0.00, 0.00, 0.00
600.0, -42509.30, -4946.02, -10397.83, -7742.89, -4843.56, -2650.51, -21062.03, -40330.95, 0.00, 0.00, 0.00
604.0, -42030.73, -4984.46, -10128.94, -7347.35, -4724.02, -2839.95, -21272.74, -40220.20, 0.00, 0.00, 0.00
608.0, -41398.74, -5097.94, -9668.85, -6947.73, -4686.02, -2911.90, -21337.33, -39881.41, 0.00, 0.00, 0.00
612.0, -41765.21, -5100.11, -9840.06, -7275.63, -4779.43, -2733.42, -21147.74, -39915.43, 0.00, 0.00, 0.00
616.0, -42468.94, -4974.09, -10335.63, -7739.29, -4826.41, -2628.43, -21054.34, -40276.16, 0.00, 0.00, 0.00
620.0, -42150.65, -4986.50, -10185.02, -7443.89, -4723.28, -2807.36, -21252.04, -40245.88, 0.00, 0.00, 0.00
624.0, -41429.79, -5107.22, -9693.24, -6969.83, -4667.56, -2917.10, -21359.48, -39908.19, 0.00, 0.00, 0.00
628.0, -41644.99, -5083.84, -9767.44, -7213.00, -4746.68, -2755.81, -21180.98, -39888.23, 0.00, 0.00, 0.00
632.0, -42410.38, -4945.59, -10279.50, -7741.62, -4812.71, -2619.00, -21049.64, -40237.65, 0.00, 0.00, 0.00
636.0, -42290.89, -4939.06, -10261.10, -7584.06, -4725.85, -2763.30, -21211.85, -40304.08, 0.00, 0.00, 0.00
